t,x,y
0.0,4.0,-3.5
0.108,4.0,-3.5
0.21,3.9965,-3.4996
0.315,3.9821,-3.4984
0.42,3.9583,-3.4964
0.528,3.9319,-3.4932
0.63,3.9056,-3.4882
0.735,3.8792,-3.4813
0.84,3.8525,-3.4719
0.945,3.8277,-3.4606
1.053,3.8032,-3.4463
1.155,3.7838,-3.433
1.26,3.7735,-3.426
1.362,3.7706,-3.4257
1.47,3.7691,-3.4265
1.575,3.7678,-3.4274
1.68,3.7667,-3.4285
1.785,3.7657,-3.4297
1.89,3.7649,-3.4311
1.995,3.7644,-3.4326
2.1,3.7642,-3.4334
2.205,3.7628,-3.4326
2.31,3.7624,-3.4316
2.415,3.7621,-3.43
2.526,3.7615,-3.4282
2.628,3.7608,-3.4263
2.73,3.7587,-3.4237
2.835,3.7565,-3.421
2.94,3.7467,-3.4138
3.051,3.7279,-3.4
3.153,3.706,-3.3822
3.255,3.687,-3.3643
3.36,3.6712,-3.3466
3.465,3.6574,-3.3275
3.57,3.6439,-3.3042
3.678,3.632,-3.2788
3.78,3.6222,-3.2524
3.882,3.6148,-3.2253
3.993,3.6099,-3.1977
4.095,3.6065,-3.17
4.2,3.6049,-3.1422
4.305,3.6049,-3.1145
4.41,3.6062,-3.0869
4.515,3.6086,-3.0594
4.62,3.6117,-3.0321
4.728,3.6152,-3.0049
4.833,3.6197,-2.9779
4.935,3.6247,-2.9509
5.04,3.6296,-2.924
5.145,3.6346,-2.8972
5.253,3.6399,-2.8714
5.355,3.6451,-2.8452
5.46,3.6502,-2.819
5.565,3.6551,-2.7923
5.67,3.6591,-2.7656
5.775,3.6628,-2.7389
5.88,3.6662,-2.7121
5.985,3.6688,-2.6852
6.093,3.6699,-2.6582
6.195,3.6698,-2.6314
6.3,3.6694,-2.6044
6.408,3.668,-2.5774
6.51,3.6652,-2.5505
6.615,3.6615,-2.5238
6.72,3.6568,-2.4973
6.828,3.6507,-2.4711
6.933,3.6438,-2.4456
7.041,3.636,-2.4197
7.146,3.6269,-2.3943
7.254,3.6189,-2.3743
7.359,3.6053,-2.345
7.482,3.5904,-2.3169
7.602,3.5735,-2.2895
7.71,3.5583,-2.2675
7.812,3.5427,-2.2469
7.917,3.5255,-2.2266
8.022,3.5077,-2.2079
8.127,3.4892,-2.1905
8.232,3.4695,-2.1738
8.337,3.4482,-2.1575
8.442,3.4272,-2.143
8.547,3.405,-2.129
8.649,3.3822,-2.116
8.76,3.3587,-2.104
8.862,3.3355,-2.0934
8.967,3.3107,-2.0833
9.075,3.2857,-2.0742
9.177,3.2606,-2.0658
9.282,3.236,-2.0585
9.387,3.2098,-2.0519
9.492,3.1843,-2.0461
9.597,3.1578,-2.0409
9.702,3.1321,-2.0366
9.807,3.1057,-2.0324
9.918,3.0807,-2.0286
10.038,3.0492,-2.0246
10.146,3.0226,-2.0212
10.248,2.9964,-2.018
10.353,2.9693,-2.0146
10.458,2.9435,-2.0111
10.563,2.9165,-2.0072
10.671,2.8902,-2.0031
10.773,2.864,-1.9988
10.878,2.8384,-1.9946
10.986,2.8122,-1.9899
11.088,2.7857,-1.9846
11.193,2.7596,-1.9791
11.298,2.7328,-1.973
11.4,2.7061,-1.9666
11.508,2.6804,-1.9597
11.613,2.6539,-1.952
11.718,2.6285,-1.9441
11.829,2.6026,-1.9353
11.949,2.5718,-1.9244
12.054,2.5474,-1.9149
12.159,2.5221,-1.9044
12.267,2.497,-1.8931
12.369,2.4725,-1.8816
12.471,2.4486,-1.8696
12.579,2.425,-1.8575
12.684,2.4011,-1.844
12.786,2.3791,-1.8309
12.897,2.3565,-1.8167
12.999,2.3335,-1.8015
13.104,2.3108,-1.786
13.209,2.2887,-1.77
13.314,2.2671,-1.7533
13.419,2.2462,-1.7364
13.524,2.2267,-1.72
13.629,2.2063,-1.7014
13.734,2.187,-1.6829
13.839,2.1686,-1.6642
13.944,2.1561,-1.6516
14.049,2.1503,-1.6467
14.154,2.1462,-1.6439
14.259,2.142,-1.6413
14.364,2.1321,-1.6333
14.469,2.1139,-1.619
14.574,2.0938,-1.6046
14.679,2.0771,-1.5944
14.784,2.055,-1.5837
14.889,2.0313,-1.5742
15.0,2.0071,-1.5664
15.123,1.9805,-1.5597
15.225,1.9591,-1.5556
15.33,1.9338,-1.5516
15.435,1.9075,-1.5479
15.54,1.883,-1.5441
15.648,1.8579,-1.5391
15.75,1.8321,-1.5324
15.858,1.8054,-1.5233
15.963,1.7806,-1.513
16.065,1.757,-1.5005
16.167,1.7338,-1.4852
16.275,1.7119,-1.4672
16.38,1.6918,-1.4472
16.497,1.6718,-1.4223
16.611,1.6609,-1.4053
16.725,1.6521,-1.3876
16.839,1.6446,-1.3688
16.956,1.6418,-1.3631
17.076,1.6397,-1.3485
17.178,1.6387,-1.3242
17.28,1.6392,-1.2964
17.394,1.641,-1.2687
17.514,1.6459,-1.2358
17.619,1.6509,-1.2087
17.727,1.6567,-1.1817
17.829,1.6634,-1.1551
17.931,1.6702,-1.1286
18.039,1.6778,-1.1023
18.144,1.6856,-1.0761
18.249,1.6934,-1.05
18.354,1.7015,-1.0239
18.459,1.7091,-0.9977
18.567,1.7166,-0.9716
18.669,1.7236,-0.9468
18.777,1.7301,-0.9215
18.882,1.7361,-0.8966
18.987,1.7418,-0.8706
19.089,1.7468,-0.8446
19.194,1.7507,-0.8179
19.302,1.7542,-0.7912
19.407,1.7567,-0.7643
19.512,1.7587,-0.7373
19.614,1.7594,-0.7103
19.716,1.7593,-0.6833
19.824,1.7585,-0.6563
19.932,1.7564,-0.6293
20.034,1.7536,-0.6025
20.139,1.7501,-0.5757
20.244,1.7453,-0.5492
20.355,1.7396,-0.5228
20.457,1.7334,-0.4965
20.568,1.7259,-0.4706
20.688,1.7157,-0.4398
20.79,1.7059,-0.4147
20.895,1.6954,-0.39
21.003,1.6842,-0.3654
21.105,1.6721,-0.3411
21.21,1.6586,-0.3178
21.315,1.6449,-0.2962
21.423,1.6309,-0.2754
21.528,1.6154,-0.2541
21.63,1.5994,-0.234
21.738,1.5817,-0.2137
21.84,1.5633,-0.1947
21.945,1.5442,-0.1764
22.05,1.5239,-0.1587
22.155,1.5029,-0.142
22.26,1.4812,-0.1262
22.365,1.4597,-0.1121
22.47,1.4367,-0.0984
22.578,1.4135,-0.0855
22.68,1.3893,-0.074
22.785,1.3652,-0.0637
22.89,1.3406,-0.0542
22.998,1.316,-0.0457
23.1,1.2907,-0.0378
23.205,1.2652,-0.0305
23.31,1.2398,-0.0245
23.418,1.2138,-0.019
23.52,1.188,-0.0139
23.628,1.1614,-0.009
23.73,1.1357,-0.0047
23.838,1.109,-0.0009
23.94,1.0832,0.0026
24.045,1.0568,0.0057
24.15,1.0312,0.0087
24.255,1.0041,0.0122
24.36,0.9783,0.0149
24.468,0.9516,0.0172
24.57,0.9263,0.0195
24.675,0.8996,0.0221
24.78,0.8735,0.0239
24.885,0.8471,0.026
24.99,0.8205,0.0282
25.095,0.7932,0.0307
25.206,0.7658,0.0336
25.323,0.733,0.0369
25.431,0.7057,0.0407
25.536,0.6791,0.0446
25.641,0.652,0.0496
25.749,0.625,0.0546
25.866,0.5929,0.0623
25.986,0.5662,0.0695
26.103,0.5344,0.0793
26.208,0.5087,0.0877
26.316,0.4832,0.0969
26.421,0.4579,0.1069
26.529,0.4337,0.1175
26.631,0.4092,0.1289
26.733,0.3846,0.141
26.841,0.3602,0.1538
26.946,0.3361,0.1671
27.051,0.3123,0.1811
27.153,0.289,0.1959
27.258,0.2661,0.2112
27.363,0.2447,0.2267
27.468,0.2231,0.2436
27.573,0.2031,0.2604
27.681,0.1836,0.2783
27.783,0.165,0.2968
27.888,0.1465,0.3166
27.993,0.1287,0.3371
28.098,0.1124,0.3583
28.203,0.0962,0.3809
28.314,0.0811,0.4036
